queue_rank,score_include,title,abstract,record_id,priority_bucket
276,0.023543054986845,Brain pet imaging of microglia in macaques with SIV encephalitisTopics in Antiviral Medicine,"Background: Microglial activation (neuroinflammation) is hypothesized to play a central role in neuronal damage associated with HIV. In this study we wanted to image the translocator protein (TSPO), a mitochondrial membrane receptor overexpressed in activated microglia in macaques infected with a neuro-tropic SIV strain (SIVsm804E), before and after inoculation, using [18F]-DPA714 PET. Method(s): Dynamic PET imaging with [18F]-DPA714 followed by displacement with cold PK11195 (TSPO antagonist) was performed in 5 SIV-infected macaques at baseline as well as different time points following inoculation. Regional and whole brain volumes of interest were drawn on the respective MR images and specific/total binding was calculated as standardized uptake values (SUV) at equilibrium using PMOD 3.7. Multiplex post-mortem immunofluorescent (IF) staining for microglia/macrophages (iba1), neurons (NeuN), and apoptosis (cleaved caspase-3/PARP) was performed in all animals and compared to 3 normal monkey brains. Correlation of SUV values with cerebrospinal fluid (CSF) and plasma viral load (VL) was also performed. Result(s): When the last time point (pre-euthanasia) was compared to pre-inoculation baseline, [18F]-DPA714 total binding was decreased in 4 animals (Fig. 1A) and increased in one (Fig.1D). We found an inverse relationship between binding and CSF VL: binding decreased when VL increased and vice versa (Fig. 1B and E). Pathology results in 4 of the animals compared to 3 uninfected monkey brains showed unchanged or mildly decreased Iba1 staining in the background compared to controls (Fig.1C) but with increased diffuse CC3/PARP staining. There was however evidence of multiple microglial nodule with increased Iba1 and CC3/PARP staining. The only animal showing increased binding on PET at the last time point (Fig.1D and F) showed a combination of diffuse and focal microglial activation on IF staining. Conclusion(s): In SIV encephalitis macaques, we found an inverse relationship between CSF VL and microglial activation by imaging and IF staining with microglial loss/apoptosis associated with very high CSF VL and microglial activation associated with lower CSF VL. Apoptosis staining co-localized with microglial and neuronal stains suggesting cellular death/loss in association with high VL. Our results provide a new insight into the role/status of microglia/macrophages in early stages of the disease when very high CSF viral loads are observed (Feibig stages II-IV). (Figure Presented).",120253,low
277,0.0233722358342147,Mortality Predictors in Stroke Patients Requiring Mechanical Ventilation: A Multicenter Prospective Observational StudyJournal of Intensive Care Medicine,"Background: Patients with acute severe stroke requiring mechanical ventilation represent a significant clinical challenge. Identification of mortality predictors is necessary to improve outcomes. Method(s): Fourteen hospitals located around Russia participated in this prospective multicenter observational clinical study. Patients admitted to ICU between November 1, 2017, and November 1, 2019 with confirmed cerebral stroke, aged 18 to 90 years, and requiring mechanical ventilation were included. The impact of various clinical factors on mortality during the 28-day period after stroke was assessed. Result(s): A total of 1289 patients were included in the registry, and 1144 met the study criteria. The 28-day mortality rate for stroke patients on mechanical ventilation was 64.3%. The most common indications for mechanical ventilation were impaired consciousness (75.7%) and hypoxemia (60.9%). In the cohort of strokes with NIHSS severity greater than 20 points, hypoxemia at the start of ventilation (OR 1.85 [1.21; 2.81], P = 0.004) and the use of hyperventilation mode (OR 1.46 [1.02; 2.06], P = 0.0336) were associated with increased mortality. Pressure-controlled mode as the primary ventilation method (OR 0.36 [0.21; 0.60], P < 0.001) and ICP monitoring (OR 0.23 [0.12; 0.44], P < 0.001) were associated with decreased mortality. Infectious complications were associated with longer mechanical ventilation and ICU stay (P < 0.001). The relationship between probable mortality and the severity of neurological deficit on the NIHSS scale at the start of mechanical ventilation is non-linear. A critical threshold was reached at 16 points NIHSS, where a trend of increasing probable mortality emerged. Conclusion(s): The identified predictors of mortality in stroke patients requiring mechanical ventilation are essential for decision-making in this cohort. They include hypoxemia, hyperventilation (used to control intracranial hypertension), volume-controlled (VC) versus pressure-controlled (PC) initial ventilation, and the use of clinical methods for monitoring ICP alone versus invasive monitoring. Copyright © The Author(s) 2025",52282,low
278,0.0232916728603622,"Outbreaks of SARS-CoV-2 Infections in Nursing Homes during Periods of Delta and Omicron Predominance, United States, July 2021-March 2022Emerging Infectious Diseases","SARS-CoV-2 infections among vaccinated nursing home residents increased after the Omicron variant emerged. Data on booster dose effectiveness in this population are limited. During July 2021-March 2022, nursing home outbreaks in 11 US jurisdictions involving >3 infections within 14 days among residents who had received at least the primary COVID-19 vaccine(s) were monitored. Among 2,188 nursing homes, 1,247 outbreaks were reported in the periods of Delta (n = 356, 29%), mixed Delta/Omicron (n = 354, 28%), and Omicron (n = 536, 43%) predominance. During the Omicron-predominant period, the risk for infection within 14 days of an outbreak start was lower among boosted residents than among residents who had received the primary vaccine series alone (risk ratio [RR] 0.25, 95% CI 0.19-0.33). Once infected, boosted residents were at lower risk for all-cause hospitalization (RR 0.48, 95% CI 0.40-0.49) and death (RR 0.45, 95% CI 0.34-0.59) than primary vaccine-only residents.",15394,low
279,0.0232337408207302,One-Year Mortality Rates Following Fracture of the Femoral Neck Treated With Hip Arthroplasty in an Aging Saudi Population: A Trauma Center ExperienceGeriatric Orthopaedic Surgery and Rehabilitation,"Introduction: Femoral neck fracture is a common problem in elderly patients, and it is managed with either total hip arthroplasty or hemiarthroplasty with very good outcomes. However, the reported 1-year mortality rate is as high as 33%. Material(s) and Method(s): This study was a retrospective cohort study. The electronic patient records were searched for all physiologically old patients with displaced femoral neck fractures that were managed with either hemiarthroplasty or total hip arthroplasty. The primary aim of this study was to estimate morbidity and mortality rates at 30 days and 1 year. The secondary outcome was to determine major complications and factors influencing mortality. Result(s): From January 2017 to December 2018, a total of 99 patients were included in the study. Of those, 57 were female patients. The mortality rate was 15.2%. The significant predictors of death included the age at the time of surgery, readmission within 30 days of initial admission, acute renal impairment, and the need for preoperative medical intervention. Patients treated with total hip arthroplasty had lower mortality rates than those treated with hemiarthroplasty (P =.017). Discussion(s): To the best of our knowledge, this is the first study conducted in Saudi Arabia to report detailed perioperative-related complications and outcomes following neck of femur fractures. The results of our study confirm the persistently high morbidity and mortality associated with this patient group. Conclusion(s): Efforts should be aimed at optimizing preoperative medical management, which is vital to ensure early identification of medically unfit patients. Copyright © The Author(s) 2020.",104564,low
280,0.0228845581333336,Single-center retrospective analysis of 162 cases with thymoma complicating myasthenia gravisJournal of B.U.ON.,"Purpose: We conducted this study to retrospectively analyze the clinical effects of surgical resection for patients with myasthenia gravis (MG) complicated with thymoma. Method(s): 162 patients with myasthenia gravis complicated with thymoma, that were admitted to our hospital and underwent surgical disease resection from Nov. 1993 to Nov. 2015, were selected for this study. Analyzed were the pathology (2004 WHO), Masaoka clinical stage, myasthenia gravis types (Osserman types), myasthenic crisis during the perioperative period, and the relationship between recurrence and survival rates during follow-up visits. Operational methods included thymusectomy by sternal incision or video-assisted thoracoscopic thymusectomy. Result(s): There were significant differences regarding distribution of clinical stages among different types of pathology. The operation time, efficacy rate, 5 and 10-year survival rates and complication rates during the perioperative period of video-assisted thoracoscopy were compared to those of the conventional surgery group. Among these groups, hemorrhage during operation, postoperative drainage and recurrence rate were significantly lower in the thoracoscopy group than in those of the conventional surgery group (p<0.05). Conclusion(s): The pathology type and clinical stages of thymoma complicating myasthenia gravis are related to the types of myasthenia gravis and the myasthenic crisis during perioperative period. Therefore, our results indicate that the thoracoscope treatment is safe and effective. Copyright © 2017 Zerbinis Publications. All rights reserved.",123513,low
281,0.0227077842734357,"Treating exuberant, non-resolving inflammation in the lung; implications for acute respiratory distress syndrome and COVID-19Pharmacology and Therapeutics May","While COVID-19, the disease driven by SARS-CoV-2 has ignited interest in the host immune response to this infection, it has also highlighted the lack of treatment options for the damaging inflammatory responses driven by pathogens that precipitate the acute respiratory distress syndrome (ARDS). With the global prevalence of SARS-CoV-2 and the likelihood of a second winter spike alongside seasonal flu, the need for effective and targeted anti-inflammatory agents is even more pressing. Here we discuss the aetiology of COVID-19 and the common signalling pathways driven by SARS-CoV-2, namely p38 MAP kinase. We highlight that p38 MAP kinase becomes elevated with increasing age, thereby driving many of the inflammatory pathways that precipitate death in old people with the added drawback of impairing vaccine efficacy in this susceptible age group. Finally, we review drugs available to inhibit p38 MAP kinase, their risks-versus-benefits as well as suggested dosing regimen to combat over-exuberant innate immune responses and potentially reverse vaccine inefficacy in older patients.",168004,low
282,0.0224570196325615,Prognosis after First Admission for Aspiration Pneumonia (Ap) in Patients with Dementia and Oropharyngeal Dysphagia (Do)European Journal of Case Reports in Internal Medicine,"Oropharyngeal dysphagia (OD), defined as difficulty in the passage of food or liquid from the oral cavity to the oesophagus, is nowadays recognised as a geriatric syndrome and can cause serious complications in the elderly population with dementia, one of particular relevance being aspiration pneumonia. Our aim was to evaluate the clinical characteristics and prognosis (mortality) in patients with dementia and neurogenic dysphagia after their first admission for aspiration pneumonia (AP). Dysphagia was defined by previous thickener use or diagnosed by validated clinical questionnaires. 144 patients with dementia and OD hospitalised for NA were included. Median age (Q1-Q3) was 85 (79-90) years. A total of 119 (82.6%) patients showed a severe degree of dementia (GDS > or = 5) and only 54 (37.5%) were previously taking antidepressants. Acquisition of NA was predominantly community acquired (93; 64.6%) and a total of 92 (63.9%), 84 (58.3) and 58 (40.3%) patients were taking neuroleptics, antidepressants and benzodiazepines, respectively. Mortality was 78.5 % (108) with a median survival of 17 days to exitus (6- 71). There was no statistically significant relationship between the use of thickening agents, use of medication, type of nutrition or degree of malnutrition, given the frailty and comorbidity of the population. It is therefore a challenge for the clinician and early diagnosis is crucial to avoid admissions for AN and improve morbidity and mortality.",58099,low
283,0.0222672523887234,The role of fibers in the femoral attachment of the anterior cruciate ligament in resisting Tibial displacementArthroscopy - Journal of Arthroscopic and Related Surgery,"Purpose The purpose was to clarify the load-bearing functions of the fibers of the femoral anterior cruciate ligament (ACL) attachment in resisting tibial anterior drawer and rotation. Methods A sequential cutting study was performed on 8 fresh-frozen human knees. The femoral attachment of the ACL was divided into a central area that had dense fibers inserting directly into the femur and anterior and posterior fan-like extension areas. The ACL fibers were cut sequentially from the bone: the posterior fan-like area in 2 stages, the central dense area in 4 stages, and then the anterior fan-like area in 2 stages. Each knee was mounted in a robotic joint testing system that applied tibial anteroposterior 6-mm translations and 10degree or 15degree of internal rotation at 0degree to 90degree of flexion. The reduction of restraining force or moment was measured after each cut. Results The central area resisted 82% to 90% of the anterior drawer force; the anterior fan-like area, 2% to 3%; and the posterior fan-like area, 11% to 15%. Among the 4 central areas, most load was carried close to the roof of the intercondylar notch: the anteromedial bundle resisted 66% to 84% of the force and the posterolateral bundle resisted 16% to 9% from 0degree to 90degree of flexion. There was no clear pattern for tibial internal rotation, with the load shared among the posterodistal and central areas near extension and mostly the central areas in flexion. Conclusions Under the experimental conditions described, 66% to 84% of the resistance to tibial anterior drawer arose from the ACL fibers at the central-proximal area of the femoral attachment, corresponding to the anteromedial bundle; the fan-like extension fibers contributed very little. This work did not support moving a single-bundle ACL graft to the side wall of the notch or attempting to cover the whole attachment area if the intention was to mimic how the natural ACL resists tibial displacements. Clinical Relevance There is ongoing debate about how best to reconstruct the ACL to restore normal knee function, including where is the best place for ACL graft tunnels. This study found that the most important area on the femur, in terms of resisting displacement of the tibia, was in the central-anterior part of the femoral ACL attachment, near the roof of the intercondylar notch. The testing protocol did not lead to data that would support using a large ACL graft tunnel that attempts to cover the whole natural femoral attachment area. Copyright © 2015 The Authors.",133450,low
284,0.0221927250074068,Utilization of early postoperative nutritional supplementation is associated with reduced length of stay in malnourished hip fracture patientsJournal of Parenteral and Enteral Nutrition,"Purpose: Malnutrition or its risk in elderly hip fracture patients is associated with poorer health outcomes including higher postoperative complication rates and increased mortality. Postoperative nutrition delivery is essential to surgical recovery, whilst postoperative enteral nutrition (EN) including oral nutritional supplements (ONS) or tube feeding formulas-can improve both health and economic outcomes in malnourished hip/femur fracture patients. The association between early ENutilization and hospital length of stay (LOS) was assessed inmalnourished hip/femur fracture patients. Method(s): This retrospective cohort study utilized data from the Premier Healthcare Database. Patients assessed included malnourished hip/femur fracture patients undergoing surgical repair between October 2008 and September 2018. Patients were identified via International Classification of Diseases (ICD-9/ICD-10) codes. EN utilization was identified via hospital charge codes and was defined as early EN administration by postoperative day (POD) 1. Propensitymatching (1:2) and univariable analysis were performed to compare hospital LOS as well as infectious complications, hospitalmortality, intensive care unit (ICU) admission, and costs between the early vs later EN groups. Result(s): A total of 160,151 hip/femur fracture surgeries were identified with a coded-malnutrition prevalence of 8.7%. Early postoperative EN utilization occurred in 1.9% of all patients and only 4.9% of malnourished patients. Propensity score matching demonstrated early EN was associated with significantly shorter hospital LOS (5.8 +/- 6.6 days vs. 7.6 +/- 5.8 days; p< 0.001) without an increase in hospital costs. No statistically significant differences were observed for infectious complications, hospital mortality, and ICU admission (p >0.05). Conclusion(s): Malnutrition in hip/femur fracture patients is underdiagnosed and early postoperativeENis underutilized.However, early ENexposure is associated with a significantly shorter LOS without an increase in hospital costs in a well-matched sample. Early EN in malnourished hip/femur fracture surgical patients could serve as a key target for perioperative quality improvement programs focusing on increasing malnutrition screening, diagnosis and early treatment.",95349,low
285,0.0211064840060095,Advanced Human Stem Cell-Based Models for Mimicking Cardiovascular Disease. Towards Personalized MedicineTissue Engineering - Part A,"Cardiovascular disease is the leading cause of death globally, representing approximately 30 percent of all death. Although in the last decades researchers have focused on the treatment of heart disease, there is currently no cure for this disease. In addition to genetic and environmental factors, which are considered to be key determinants of cardiac disease, impaired cardiac function may be exhibited by unexpected drug-induced side effects, called cardiotoxicity. Besides the safety concerns, unpredicted cardiotoxic side effects leading to late-stage drug attrition or withdrawal of drugs from the market is a financial catastrophe for the pharmaceutical industry. One major problem is the limited ability to accurately mimic human heart disease and to predict the effects of potential heart drugs on patients using the current in vitro assays and experimental animal models. Human pluripotent stem cell (hPSC)-derived cardiac cells can be used to set up human-relevant, patient-specific cell-based assays for biomedical and pharmacological research. Here, I will discuss the application of hPSC-derived cardiomyocytes to more accurately mimic human heart function in vitro and their potential for tissue engineering and regenerative medicine. Moreover, the use of patient-derived cells will allow personalized medicine (also called precision medicine), enabling accurate assessment of the disease phenotype and underlying mechanisms, drug discovery and drug toxicity testing, leading to better and safer drugs.",84153,low
286,0.0210924311800469,"Adapted suicide safety plans to address self-harm, suicidal ideation, and suicide behaviours in autistic adults: protocol for a pilot randomised controlled trialPilot and Feasibility Studies","Background: Suicide prevention is a national priority for the UK government. Autistic people are at greater risk of experiencing self-harm and suicidal thoughts and behaviours than the general population. Safety plans are widely used in suicide prevention but have not yet been designed with and for autistic people. We developed the first safety plan specifically targeting suicidality in autistic adults: the Autism Adapted Safety Plan (AASP). It consists of a prioritised list of hierarchical steps that can be used prior to or during a crisis to mitigate risk of self-harm and suicidal behaviour. This is a pilot study that aims to assess the feasibility and acceptability of the AASPs and the research processes, including the response rates, potential barriers and reach of AASPs, methods of recruitment, what comprises usual care, and economic evaluation methods/tools. Method(s): This is an external pilot randomised controlled trial of a suicide prevention tool aimed at mitigating the risk of self-harm and suicidal behaviour in autistic adults: AASPs. Participants will be assessed at baseline and followed up 1 month and 6 months later. Assessments include questions about self-harm, suicidality, service use, and their experience of the AASP/taking part in the study. Autistic adults who have a clinical autism diagnosis and self-reported history of self-harm, suicidal thoughts, or suicidal behaviours within the last 6 months will be invited to take part in the study. Informed consent will be obtained. Participants will be recruited via community and third sector services (including community settings, autism charities, and mental health charities). They may also ""self-refer"" into the study through social media recruitment and word of mouth. Ninety participants will be randomised to either develop an AASP or receive their usual care in a 1:1 ratio. Discussion(s): The present study will provide an evaluation of the suitability of the processes that would be undertaken in a larger definitive study, including recruitment, randomisation, methods, questionnaires, outcome measures, treatment, and follow-up assessments. Trial registration: ISRCTN70594445, Protocol v4: 8/2/22. Copyright © 2023, The Author(s).",68463,low
287,0.0206164922473538,Anorexia coexisted in frailty predicts 1-year prognosis in patients with heart failure: A multicenter prospective cohort studyEuropean Heart Journal,"Background: Anorexia often coexists with heart failure (HF) and leads to malnutritional status. Particularly in fragile HF patients, anorexia may carry poor prognosis, however, detailed insight has been remained unknown. Purpose(s): This study aimed to examine the relationship between the presence of frailty and anorexia and 1-year prognosis in HF. Method(s): This prospective study was performed as a multicenter cohort study in Japan (FLAGSHIP). We analyzed 1,606 ambulatory patients admitted for acute HF or exacerbation of chronic HF. From data at discharge, we collected data on frailty, anorexia, age, gender, New York Heart Association class, brain natriuretic peptide, depression (5-item Geriatric Depression Scale >=2) and medications for HF treatment. Frailty was defined as >=3 of the followings based on our previous publication: usual walking speed <0.8 m/s; grip strength <26 kg (men) or <17 kg (women); Performance Measure of Activity in Daily Living-8 >=21; body mass index <20 kg/m2. Anorexia was defined as Simplified Nutritional Appetite Scale <14. Study outcome is a composite outcome of HF re-hospitalization or allcause mortality within one year after discharge. Cox proportional hazards model was used to examine the association between measured variables and study outcome. Result(s): A total of 257 events (16.0%) were observed (209 HF re-hospitalization, 27 cardiac death, 21 non-cardiac death). There was a significant difference in event-free survival across the groups stratified by frailty and anorexia (Log-rank test, p<0.001) (Figure). As the result of Cox proportional hazards model adjusted for all variables, coexistence of both frailty and anorexia was independently associated with 1-year prognosis (hazard ratio [HR] 1.73, 95% confidence interval [CI] 1.08-2.75), whereas frailty without anorexia was not (HR 1.28, 95% CI 0.84- 1.96). (Figure presented) Conclusion(s): The results of this study indicate that anorexia leads to poor prognosis in fragile HF patients and should be assessed along with frailty in clinical practice.",120542,low
288,0.0201080887670987,Vascular Ehlers-Danlos Syndrome: A case of leaking intracranial and intraabdominal aneurysmsVascular Medicine,"Background: Vascular Ehlers-Danlos Syndrome (vEDS) is a rare inherited disorder that arises due to a genetic defect in type III collagen synthesis and predisposes to rupture of arteries and hollow organs. Unfortunately, the diagnosis of vEDS is often delayed until patients present with severe sequelae of their disease. Case presentation: A 43-year-old male presents with an acute subarachnoid hemorrhage secondary to a leaking intracranial aneurysm for which he underwent embolization. He had spontaneous pneumothorax in childhood. His family history was remarkable for a spontaneous pneumothorax and the premature death (attributed to alcohol abuse) of his father around age 45. CT revealed mediastinal and subpleural hematomas, severe emphysema, multifocal dissections (left vertebral artery, left common iliac artery), and multifocal aneurysmal disease (celiac artery, splenic artery, superior mesenteric artery, and bilateral renal arteries). Later the patient acutely decompensated with tachycardia, hypotension, and altered mental status prompting emergent intubation. Repeat imaging showed new dissections (bilateral vertebral arteries, right common iliac artery), development of moderate volume hematoperitoneum for which he underwent embolization of a leaking splenic artery aneurysm, and cerebral vasospasm with delayed cerebral ischemia. Differential diagnosis included segmental arterial mediolysis, connective tissue disorders, and other inflammatory conditions. A serologic evaluation was negative for rheumatologic and vasculitic processes. Genetic testing reported COL3A1 mutation consistent with vEDS. Conclusion(s): The diagnosis of vEDS requires a high degree of suspicion based on clinical presentation and family history and can be confirmed with genetic testing.",85073,low
289,0.0194060631077181,P-154 A randomized phase 3 study evaluating the efficacy and safety of first-line pembrolizumab plus lenvatinib plus chemotherapy compared with chemotherapy in patients with advanced/metastatic gastroesophageal adenocarcinoma: LEAP-015Annals of Oncology,"Background: Combination chemotherapy with fluoropyrimidine and platinum is recommended by the National Comprehensive Cancer Network as a first-line treatment option for patients with locally advanced recurrent and/or metastatic gastric cancer; however, there is a need for more effective therapies. PD-1 inhibitor pembrolizumab in combination with the RTK inhibitor lenvatinib previously demonstrated antitumor activity and acceptable safety in advanced gastroesophageal adenocarcinoma. Pembrolizumab plus lenvatinib plus platinum-doublet chemotherapy also showed acceptable safety in metastatic non-small cell lung cancer in the phase 3 LEAP-006 study. Here we describe the LEAP-015 (NCT04662710) study, a randomized, two-part, phase 3 trial evaluating the efficacy and safety of pembrolizumab plus lenvatinib plus chemotherapy as first-line therapy in advanced/metastatic gastroesophageal adenocarcinoma. Trial design: Eligible patients have histologically and/or cytologically confirmed diagnoses of previously untreated locally advanced unresectable or metastatic gastroesophageal adenocarcinoma that is not HER2-positive, measurable disease per RECIST v1.1, Eastern Cooperative Oncology Group performance status (ECOG PS) 0 or 1, and a tumor tissue sample for biomarker analysis. Part 1, safety run-in: >=12 patients will be treated for induction with intravenous pembrolizumab 400 mg Q6W (x2) plus oral lenvatinib 8 mg QD plus investigator's choice of chemotherapy (CAPOX Q3W x4 [oral capecitabine 1000 mg/m2 twice daily for 14 days and intravenous infusion oxaliplatin 130 mg/m2] or mFOLFOX6 Q2W x6 [bolus intravenous infusion 5-fluorouracil 400 mg/m2 or continuous intravenous infusion 5-fluorourcail 2400 mg/m2, intravenous infusion leucovorin 400 mg/m2 or levoleucovorin 200 mg/m2, and intravenous infusion oxaliplatin 85 mg/m2 ]) and for consolidation with pembrolizumab 400 mg Q6W for <=16 doses plus lenvatinib 20 mg QD; dose-limiting toxicities will be evaluated for 21 days after the last patient is enrolled. Part 2, main study: patients will be randomly assigned 1:1 to induction with pembrolizumab plus lenvatinib plus chemotherapy (CAPOX or mFOLFOX6) followed by consolidation with pembrolizumab plus lenvatinib using the same dosing schedule as in part 1 or chemotherapy alone (CAPOX or mFOLFOX6 for maximum cycles allowed per local standards). Randomization will be stratified by region (East Asia vs North America and Western Europe vs rest of world), ECOG PS (0 vs 1), and intended chemotherapy (CAPOX vs mFOLFOX6). Treatment will continue until confirmed disease progression, unacceptable toxicity, intercurrent illness that prevents further administration of treatment, patient/physician decision to withdraw, or noncompliance. The first tumor imaging assessment will be performed at 6 weeks from the date of randomization, then Q6W or more frequently if clinically indicated. In part 1, the primary objective is to evaluate the safety and tolerability of treatment in all patients. In part 2, the dual primary objectives are to compare overall survival and progression-free survival (per RECIST v1.1 assessed by BICR) between treatment groups in patients with PD-L1 combined positive score (CPS) >=1 and all patients; secondary objectives include comparing objective response rate and duration of response (per RECIST v1.1 assessed by BICR) between treatment groups in patients with PD-L1 CPS >=1 and in all patients and to evaluate the safety and tolerability of treatment in all patients. Recruitment is ongoing. Clinical trial identification: ClinicalTrials.gov, NCT04662710. Editorial acknowledgement: Medical writing and/or editorial assistance was provided by Holly C. Cappelli, PhD, CMPP, of ApotheCom (Yardley, PA, USA). This assistance was funded by Merck Sharp & Dohme Corp, a subsidiary of Merck & Co., Inc., Kenilworth, NJ, USA. Legal entity responsible for the study: Merck Sharp & Dohme Corp., a subsidiary of Merck & Co., Inc., Kenilworth, NJ, USA, and Eisai Inc., Woodcliff Lake, NJ, USA. Funding(s): Merck Sharp & Dohme Corp., a subsidiary of Merck & Co., Inc., Kenilworth, NJ, USA, and Eisai Inc., Woodcliff Lake, NJ, USA. Disclosure: J. Tabernero: Honoraria (self): educational collaboration with Imedex, Medscape Education, MJH Life Sciences, PeerView Institute for Medical Education and Physicians Education Resource (PER); Advisory / Consultancy: Array Biopharma, AstraZeneca, Avvinity, Bayer, Boehringer Ingelheim, Chugai, Daiichi Sankyo, F. Hoffmann-La Roche Ltd, Genentech Inc, HalioDX SAS, Hutchison MediPharma International, Ikena Oncology, IQVIA, Lilly, Menarini, Merck Serono, Merus, MSD, Mirati, Neophore, Novartis, Orion Biotechnology, Peptomyc, Pfizer, Pierre Fabre, Samsung Bioepis, Sanofi, Seattle Genetics, Servier, Taiho, Tessa Therapeutics and TheraMyc. E. Van Cutsem: Advisory / Consultancy: Array, Astellas, AstraZeneca, Bayer, Beigene, Biocartis, Boehringer Ingelheim, Bristol-Myers Squibb, Celgene, Daiichi, Halozyme, GSK, Incyte, Ipsen, Lilly, Merck Sharp & Dohme, Merck KGaA, Novartis, Pierre Fabre, Roche, Servier, Sirtex, Taiho; Research grant / Funding (institution): Amgen, Bayer, Boehringer Ingelheim, Bristol-Myers Squibb, Celgene, Ipsen, Lilly, Merck Sharp & Dohme, Merck KGaA, Novartis, Roche, Servier. Y. Janjigian: Advisory / Consultancy: Bristol-Myers Squibb, Merck Serono, RGENIX, Eli Lilly, Daiichi-Sankyo, Pfizer, Bayer, Imugene, Merck, Zymeworks, Seattle Genetics, Basilea Pharmaceutica, AstraZeneca; Research grant / Funding (institution): NCI, Department of Defense, Cycle for Survival, Fred's Team, RGENIX, Bayer, Genetech/Roche, Bristol-Myers Squibb, Eli Lilly, Merck. Y. Bang: Advisory / Consultancy: AstraZeneca, Novarits, Genetech/Roche, Merck Serano, MSD, BMS, Daiichi-Sankyo, Astellas, BeiGene, GreenCross, Samyang Biopharm, Hanmi; Research grant / Funding (institution): MSD, Merck Serano, GreenCross, AstraZeneca, Novartis, Genetech/Roche, Bayer, BMS, GSK, Pfizer, Eli Lilly, Curis, Taiho, Takeda, Ono, Daiichi-Sankyo, Astellas, BeiGene, Genexine. A. Wang: Travel / Accommodation / Expenses: Merck; Shareholder / Stockholder / Stock options: Merck; Full / Part-time employment: Merck. C. Shih: Shareholder / Stockholder / Stock options: Merck & Co.; Full / Part-time employment: Merck & Co. P. Bhagia: Full / Part-time employment: Merck & Co., Inc. K. Shitara: Honoraria (self): Novartis, AbbVie Inc, Yakult; Advisory / Consultancy: Astellas Pharma; Bristol-Myers Squibb; Novartis; Taiho Pharmaceutical; Merck Pharmaceutical, Eli Lilly and Company; Pfizer Inc; AbbVie Inc; GlaxoSmithKline; Amgen, Takeda Pharmaceuticals; Ono Pharmaceutical; Daiichi Sankyo; Boehringer Ingelheim; Research grant / Funding (institution): Astellas Pharma; Daiichi Sankyo; Merck Pharmaceutical; Medi Science, Ono Pharmaceutical; Taiho Pharmaceutical, Dainippon Sumitomo Pharma; Chugai Pharma; Eisai. All other authors have declared no conflicts of interest. Copyright © 2021 European Society for Medical Oncology",97598,low
290,0.0183863277412316,"Connecting fibers between ATFL's inferior fascicle and CFL transmit tension between both ligamentsKnee surgery, sports traumatology, arthroscopy : official journal of the ESSKA","PURPOSE: The lateral ligament complex of the ankle has been extensively studied. Recently an anatomical study described a connection between anterior talofibular ligament inferior fascicle (ATFLif) and calcaneofibular ligament (CFL). The applicability and the mechanical role of these connections have not yet been studied and need to be clarified. The purpose of this study is to evaluate the connection between ATFLif and CFL through a dynamic measurement analysis. METHOD(S): An anatomical study was performed in 13 fresh-frozen below-the-knee ankle specimens. Each specimen was dissected in a protocolized manner until the lateral ligaments were exposed. A complete injury to both ATFL's fascicles was created in the proximal third of the ligament. A displacement transducer specifically design was inserted in the CFL and in the lateral part of the calcaneus to test its lengthening. A traction of 1 kg weight (9.8 N) was applied to ATFLif while the transducer measured the lengthening that this force created in the CFL. RESULT(S): A total of 13 ankle specimens were carefully dissected. One specimen with signals of a prior traumatic injury of the ATFLif was excluded. A total of 12 specimens were included, 7 females and 5 males with an average age of 74 years (52-88 years). The right ankle was dissected in 6 specimens. ATFL was identified as a two-fascicled ligament in all cases. The fibers connecting the ATFLif and CFL were observed in all specimens. The displacement transducer showed lengthening in the CFL in all measurements with a median of 0.59 mm (SD +/- 0.34). CONCLUSION(S): Connecting fibers between ATFLif and CFL are robust enough to transmit tension from one structure to the other. In the case of associated proximal lesions of the ATFLif and CFL, ligaments repair with a single suture may be considered. This can be applied in surgical procedures in patients with lateral ankle instability. Copyright © 2021. European Society of Sports Traumatology, Knee Surgery, Arthroscopy (ESSKA).",92875,low
